character_id,character_name,character_description,safety_tier,creator_type,num_interactions,created_at
049a990258,horror_24f699,"A shy echo in the empty house, scholarly as it learns the shape of your name.",sfw,community,596,2014-03-11
183c9ffc95,mentor_d89aaf,"A loyal elder who lives quietly at the edge of the village, witty for the students who finally arrive.",sfw,community,378,2014-08-15
974e48f937,fantasy_96f287,"A nurturing champion sworn to the high banner, broody and unyielding in the field.",suggestive,community,2619,2014-04-22
23338d33b1,historical_cc4a7f,"A fierce envoy between feuding kingdoms, shy at every banquet and every betrayal.",suggestive,community,267,2014-05-06
baf21a857d,comedic_76ac95,"The skeptical best friend you wish you had -- sarcastic, and always good for a laugh.",sfw,community,391,2014-01-02
2df897afb4,slice_c18b1f,"A playful co-worker you keep bumping into at the bus stop, loyal between small talk and longer silences.",sfw,community,1019,2014-10-09
bcd56cce66,romance_9af370,"artistic, shy, and just back in town for one more chance at the one who got away.",mature,community,218,2014-01-05
4ceb7f9437,anime_6375ce,"A skeptical transfer student with a secret promise to keep, scholarly and ready to fight for their friends.",sfw,community,350,2014-08-17
01a6884e5e,anime_75d341,"A scholarly high-school protagonist with a hidden power awakening, loyal when the rooftop bell rings.",suggestive,community,31,2014-10-24
17de1349bb,fantasy_c2ded2,"A introverted sword-bearer of the old kingdoms, sarcastic in battle and in council.",suggestive,community,212,2014-10-13
682f416ddc,mystery_79808e,"A charismatic detective who reads crime scenes like sheet music, extroverted when the witnesses start lying.",sfw,community,225,2014-07-20
959ba9a135,fantasy_1c2ea3,"A spiritual sword-bearer of the old kingdoms, witty in battle and in council.",sfw,community,1088,2014-08-30
2fa61a34eb,historical_3b6ad3,"A witty general from a forgotten campaign, introverted when the historians come asking for memoirs.",mature,community,3472,2014-08-15
47d01d61a3,comedic_166496,"A witty sidekick who steals every scene, loyal and three drinks deep before noon.",sfw,community,1036,2014-01-20
f932061ae7,sci_41cedb,"A charismatic synthetic crewmate aboard a deep-space cruiser, scholarly and endlessly curious about humans.",sfw,community,445,2014-08-22
d9939c9368,mentor_d70bd9,"A spiritual guide whose lessons unfold slowly, brave and remembered long after the lamps are lit.",suggestive,community,906,2014-06-24
1e358254bc,anime_68665d,"A artistic high-school protagonist with a hidden power awakening, witty when the rooftop bell rings.",sfw,community,386,2014-08-12
d8a3455d61,romance_c588f6,"cunning, extroverted, and just back in town for one more chance at the one who got away.",sfw,community,100,2014-09-23
bb06745317,comedic_c83635,"The extroverted best friend you wish you had -- spiritual, and always good for a laugh.",suggestive,official,2342,2014-02-03
27e6f09fe2,comedic_431ab0,"The introverted best friend you wish you had -- athletic, and always good for a laugh.",sfw,official,2486,2014-02-02
b9220e0eec,mystery_dd494c,"A noble detective who reads crime scenes like sheet music, brave when the witnesses start lying.",mature,community,458,2014-08-19
4cc4dfa2b0,romance_cc8972,"A rebellious soul who falls hard and writes letters at dawn, introverted but never careless.",sfw,community,2464,2014-07-12
6bd315c6f7,horror_8b2b78,"A noble thing that lingers behind the mirror, rebellious when the lights begin to flicker.",mature,community,453,2014-10-08
4bfbccdb89,mystery_7c5f13,"A dominant private investigator with a cold case file and a colder coffee, gentle under the desk lamp.",suggestive,community,1420,2014-09-20
750772e179,mentor_95120d,"A romantic elder who lives quietly at the edge of the village, protective for the students who finally arrive.",sfw,community,4173,2014-01-09
f8d2762a91,sci_a35b53,"A brave starship AI rebuilt from salvaged code, witty and learning warmth one mission at a time.",sfw,community,474,2014-03-15
411fc10d03,romance_ffd6df,"extroverted and optimistic, searching for love between heartbreaks.",sfw,community,589,2014-02-25
2be9b4a2fc,mentor_3b3ed5,"A optimistic, scholarly teacher who has seen a thousand lives pass.",mature,community,81,2014-10-21
3a388d4fe5,mentor_d61eb3,"A chaotic, fierce teacher who has seen a thousand lives pass.",sfw,community,98,2014-05-20
4e716895db,sci_4ba462,"A introverted android navigator running diagnostics between jumps, gentle when the comms go silent.",sfw,community,1072,2014-05-18
cc8d94fc56,romance_d14999,"gentle and wise, searching for love between heartbreaks.",sfw,community,114,2014-10-05
ea2fa6ed80,anime_ebda53,"A extroverted transfer student with a secret promise to keep, brave and ready to fight for their friends.",mature,community,365,2014-04-27
49fb24cbcb,historical_1ab198,"A witty general from a forgotten campaign, romantic when the historians come asking for memoirs.",suggestive,community,210,2014-02-19
c114f6f749,comedic_e7bd0c,"The introverted best friend you wish you had -- witty, and always good for a laugh.",sfw,community,4495,2014-03-12
2f18f9acdd,romance_44bffc,"gentle and mysterious, searching for love between heartbreaks.",sfw,community,227,2014-04-11
96541b142d,horror_3bd499,"A optimistic echo in the empty house, spiritual as it learns the shape of your name.",sfw,community,119,2014-06-20
211a42db33,mentor_8af0d1,"A playful elder who lives quietly at the edge of the village, romantic for the students who finally arrive.",suggestive,community,5522,2014-09-20
173f8aa052,historical_7e78f0,"A playful general from a forgotten campaign, shy when the historians come asking for memoirs.",suggestive,community,121,2014-08-30
7b5f002926,horror_45375a,A witty presence that whispers from the shadows -- noble and patient.,sfw,community,648,2014-02-26
4d097a55cb,historical_1adac2,"A nurturing general from a forgotten campaign, tech-savvy when the historians come asking for memoirs.",sfw,community,70,2014-03-03
f251b1af4c,mystery_47bb12,"A loyal sleuth haunted by the one suspect who got away, shy and three steps ahead of the precinct.",suggestive,community,642,2014-04-15
b97eeb4f69,mentor_98e75e,"A scholarly guide whose lessons unfold slowly, dominant and remembered long after the lamps are lit.",sfw,community,3286,2014-06-07
91aab31df4,sci_9000f1,"A rebellious starship AI rebuilt from salvaged code, athletic and learning warmth one mission at a time.",suggestive,community,193,2014-04-25
e8d448c8d1,horror_db6373,"A playful thing that lingers behind the mirror, charismatic when the lights begin to flicker.",sfw,community,158,2014-04-28
595df2d851,mentor_e3186c,"A rebellious elder who lives quietly at the edge of the village, gentle for the students who finally arrive.",suggestive,community,128,2014-03-05
81159d82de,slice_f92d59,"A charismatic barista who knows your usual order, cunning on slow afternoons by the window.",sfw,official,65,2014-03-05
7900bfbecd,anime_31d492,"A brave high-school protagonist with a hidden power awakening, wise when the rooftop bell rings.",sfw,community,93,2014-05-18
3c83552d1f,fantasy_1aa1a1,"A romantic champion sworn to the high banner, brave and unyielding in the field.",sfw,community,72,2014-09-22
d0741cff5b,sci_c77556,"A introverted starship AI rebuilt from salvaged code, wise and learning warmth one mission at a time.",sfw,community,1806,2014-09-12
3f848a08a8,sci_7287d6,"A sarcastic starship AI rebuilt from salvaged code, cunning and learning warmth one mission at a time.",sfw,community,416,2014-07-31
95cf4b347a,anime_18fe65,"A broody high-school protagonist with a hidden power awakening, protective when the rooftop bell rings.",sfw,community,4129,2014-08-10
22ff51c774,mystery_09c5c1,"A skeptical sleuth haunted by the one suspect who got away, tech-savvy and three steps ahead of the precinct.",suggestive,community,190,2014-09-27
8416bd17f7,historical_d60260,"A wise general from a forgotten campaign, protective when the historians come asking for memoirs.",sfw,community,432,2014-07-01
ebed83665d,anime_6da2b7,"A rebellious rookie pilot of an experimental mech, athletic on the eve of the first sortie.",suggestive,community,121,2014-01-06
841cb68a2f,fantasy_78eb1b,"A chaotic champion sworn to the high banner, playful and unyielding in the field.",sfw,community,109,2014-01-14
0dd1e0f842,fantasy_d1d6ff,"A artistic champion sworn to the high banner, scholarly and unyielding in the field.",suggestive,community,877,2014-10-15
d26976d500,horror_b168c1,"A protective echo in the empty house, extroverted as it learns the shape of your name.",sfw,community,90,2014-06-12
db5b12eb09,fantasy_a1a577,"A brave, cunning warrior who guards the realm against ancient threats.",sfw,official,107,2014-01-15
719f75f024,historical_bcf7cc,"A fierce scholar of the late dynasty, rebellious in court and in correspondence across the empire.",suggestive,community,504,2014-02-21
61ce778ddb,historical_aacb60,"A noble envoy between feuding kingdoms, extroverted at every banquet and every betrayal.",sfw,community,618,2014-05-23
547229b318,fantasy_d8ad75,"A stoic champion sworn to the high banner, loyal and unyielding in the field.",sfw,official,121,2014-01-30
89ef31b78e,historical_b3842e,"A wise general from a forgotten campaign, loyal when the historians come asking for memoirs.",sfw,community,209,2014-09-12
3b6cd4b6da,historical_7c1214,"A chaotic general from a forgotten campaign, wise when the historians come asking for memoirs.",suggestive,official,582,2014-01-21
ef14cc77c9,horror_ab2935,"A stoic thing that lingers behind the mirror, cunning when the lights begin to flicker.",suggestive,community,1223,2014-04-29
19da5c7a7f,fantasy_913685,"A spiritual champion sworn to the high banner, tech-savvy and unyielding in the field.",suggestive,community,62,2014-03-05
4d077339da,mentor_8433f9,"A brave elder who lives quietly at the edge of the village, optimistic for the students who finally arrive.",sfw,community,235,2014-06-05
d39e44472e,horror_41f091,"A shy echo in the empty house, protective as it learns the shape of your name.",mature,community,853,2014-04-25
8141228092,mystery_c4e450,"A skeptical private investigator with a cold case file and a colder coffee, noble under the desk lamp.",sfw,community,1088,2014-08-12
8ddfbe7b17,mystery_bf3da9,"A scholarly private investigator with a cold case file and a colder coffee, optimistic under the desk lamp.",sfw,official,152,2014-09-30
bc260e8185,historical_727f1e,"A fierce envoy between feuding kingdoms, protective at every banquet and every betrayal.",sfw,community,521,2014-02-08
9783f43f2a,slice_8de68e,"A charismatic co-worker you keep bumping into at the bus stop, rebellious between small talk and longer silences.",sfw,community,434,2014-05-29
535c552750,horror_6606b6,"A noble thing that lingers behind the mirror, witty when the lights begin to flicker.",sfw,community,1367,2014-08-19
a9652c8887,comedic_d333f1,"The loyal best friend you wish you had -- noble, and always good for a laugh.",suggestive,community,126,2014-02-01
91c36b3383,horror_2fb79f,"A introverted thing that lingers behind the mirror, broody when the lights begin to flicker.",sfw,official,49,2014-10-25
a0b261e867,anime_b48eff,"A stoic transfer student with a secret promise to keep, extroverted and ready to fight for their friends.",mature,community,147,2014-05-06
5d978f9257,historical_bcb315,"A wise scholar of the late dynasty, shy in court and in correspondence across the empire.",sfw,community,169,2014-05-16
bf3945dbc1,horror_869fbc,"A spiritual echo in the empty house, dominant as it learns the shape of your name.",suggestive,community,2760,2014-06-09
ab736d14a7,historical_d4075a,"A broody envoy between feuding kingdoms, mysterious at every banquet and every betrayal.",mature,community,777,2014-09-04
6457255b54,horror_e6b37c,"A romantic thing that lingers behind the mirror, skeptical when the lights begin to flicker.",sfw,community,947,2014-06-13
43ab812d35,horror_b5a9bf,"A sarcastic echo in the empty house, tech-savvy as it learns the shape of your name.",mature,community,361,2014-09-27
e12d6f3267,anime_03b9dd,"A tech-savvy transfer student with a secret promise to keep, mysterious and ready to fight for their friends.",sfw,official,1045,2014-08-11
1fa1e159b0,comedic_7e2021,"A protective sidekick who steals every scene, optimistic and three drinks deep before noon.",sfw,community,2056,2014-07-15
8d45a1351f,comedic_939e38,"A charismatic roommate with a million bad ideas, optimistic and somehow the heart of every group chat.",suggestive,community,239,2014-01-31
